Data,Time,Resource_Name,Text,Comments_Count,Views,Count_Positive_Reactions,Reposts
2024-03-03,20:10,arkhangelsk_life,"Скорбим вместе с родными и близкими Ильи Базарова 
 
В ходе специальной военной операции на территории Украины погиб житель Мирного Базаров Илья Андреевич. Сегодня город проводил его в последний путь. 
 
Илья родился в г.Мирный 23 февраля 2002 года. Учился в школе № 3, закончил школу № 2. 
 
На военную службу в зоне СВО Илья ушел добровольцем осенью 2023 года. Служил стрелком, помощником гранатометчика отделения огневой поддержки взвода штурмовой роты. 24 января 2024 года он погиб, до конца исполнив воинский долг. 
 
Учителя, школьные товарищи, друзья Ильи вспоминают его как доброго, отзывчивого парня, всегда готового прийти на помощь. 
 
Администрация Мирного приносит соболезнования родным и близким Ильи Базарова. Светлая память нашему земляку!",830,118945,4465,120
2024-03-03,20:00,arkhangelsk_life,"Привет из прошлого...

❤️Архангельск❤️",20,27489,339,26
2024-03-03,17:01,arkhangelsk_life,"Ирина Нестеренко: ""Безусловно, весь коллектив и я переживаем за случившиеся, для нас это урок, важный и на всю жизнь""

   ""Благодаря своевременной и высокопрофессиональной помощи медиков скорой помощи и Первой городской больницы со мной все в порядке"", - сообщила сегодня в соцсети Ирина Нестеренко.

 Она отметила, что ""к сожалению, иногда здоровье нас подводит и меняет жизненные планы, но не стоит придумывать лишнее: мое нахождение в больнице никак не связано с произошедшим инцидентом. Поэтому очень вас прошу перестать обсуждать и осуждать всех людей, которые оказались в этой ситуации, многие оказались заложниками этой истории"".

Также Ирина Нестеренко сообщила, что ""в начале недели мы встретились с главой Северодвинска Игорем Валентиновичем Арсентьевым обсудили работу библиотечной системы, планы по развитию библиотек и участие в проектах, конечно, обговорили и случившийся инцидент. Игорь Валентинович внимательно выслушал меня, как руководитель города он рассудительно, но весьма доброжелательно объяснил свою позицию по этому вопросу"".

""Безусловно, весь коллектив и я переживаем за случившиеся, для нас это урок, важный и на всю жизнь. Договорились, что начнём проверку по этому инциденту и по ее итогам совместно примем решение о привлечении к ответственности виновных. Игорь Валентинович предложил мне сходить в отпуск и уже после него самостоятельно принять решение о дальнейшей работе. Поэтому я поправлю свою здоровье, съезжу в отпуск с моей семьей, а потом смогу вернуться к работе. Будьте добрее друг к другу и помните, что нужно всегда сто раз подумать, а потом сделать. Спасибо всем, кто переживал за меня, все хорошо!"", - резюмировала Ирина Нестеренко.

Напомним, ранее БК сообщало, что директор северодвинской библиотеки попала в больницу.

Фото со страницы в соцсети Ирины Нестеренко",104,49727,64,25
2024-03-03,14:01,arkhangelsk_life,"😱В Архангельской области легковушка раздавила лежащую на дороге женщину. Водитель сбежал

Все произошло накануне на 256 километре автодороги М-8 «Холмогоры – Котлас» в Красноборском районе.

Как сообщает региональное УМВД, 29-летний мужчина, находясь за рулем автомобиля Volkswagen, совершил наезд на женщину. Она лежала на проезжей части. От полученных травм пострадавшая скончалась на месте.

Водитель скрылся с места аварии, однако вскоре был задержан сотрудниками полиции по месту проживания.

В момент задержания мужчина находился в состоянии алкогольного опьянения. Установлено, что у него отсутствует право управления транспортными средствами.

Составлено несколько протоколов об административном правонарушении. Проверочные мероприятия продолжаются, решается вопрос о возбуждении уголовного дела.

Автомобиль Volkswagen помещен на специализированную стоянку.",117,124541,150,184
2024-03-03,13:06,arkhangelsk_life,"Осталось пару дней и будут известны победители!😃 
Есть ещё шанс выиграть!🔥 
 
МЕГА ЦВЕТОЧНЫЙ РОЗЫГРЫШ, ТРИ победителя получат подарки от [club224174647|цветочной студии Пионика ] 🌸 
 
🔥1 место- Главный приз букет из 39 тюльпанов🌷 
🌟2 место- Букет из хризантем 
🌟3 место- Цветочная композиция 
 
Для участия в розыгрыше надо выполнить три простых условия: 
 
- Подписаться на группу [club224174647|Пионика] 
- Сделать репост этой записи- https://vk.com/wall-224174647_1431 себе на стену 
- Написать комментарий под записью розыгрыша в группе [club224174647|Пионика]😊 
 
Победителей узнаем 5.03 с помощью рандомного приложения",0,15670,24,5
2024-03-03,09:01,arkhangelsk_life,"Хочу поделиться историей. Мама (55лет)с бабушкой (1941г.р. , ветеран труда, медали, награждена знаком «Дети войны»)ехали маршрутом 60 с конечной остановки в 11:30, сульфат(40лет победы).
Мама ехала сопровождающей с бабушкой,
не конфликтные люди, против огласки, но я не они. В прокуратуру и в департамент ещё напишу. Кондуктор(из стран ближнего зарубежья) при оплате по льготной карте бабушки начал орать на весь салон, что как вам не стыдно. )Орал на весь салон 4-5 остановок! Никто на защиту не встал из пассажиров, много мужчин было. Перевозчик «Рико». Сколько можно это терпеть?!! Какая разница ему как оплачен проезд, он оплачен!!!!!Совсем уже оборзели!!! Понаехали и права качают. Ещё сказал как не стыдно?! В смысле не стыдно? Это сопровождающий для пожилого человека. Весь этот аул на родину!! Либо пусть живут по законам РФ и имеют хоть какое-то уважение к старшим. 
Ещё добавил «хоть в прокуратуру пищи… через щ»напишем. Достали уже, бабушка с давлением, божий одуванчик, которая ни с кем никогда не конфликтовала. Запереживала. Я слышала про «Рико» отзывы, но лично не сталкивалась. 
Номер автобуса у476те 60 маршрут
Это же позорище!!! Понаехали ещё и права качают. На табличке на информ листе написано Коршунов Андрей-водитель. В черной Олимпике и бейсболке. Не факт, что Андрей. И про воспитание детей-подростков тоже хочется отметить. Не умеют уступать взрослым места, типо я не вижу или сплю. У меня дочь 8 лет, всегда бабулям уступает место. Для чего выдаются льготы пенсионерам? Им это положено!Это как скидочные карты в магазинах и при перелетах, на заправках, аптеках……. А здесь, это же вопиющий случай. Какое-то быдло будет хамить и тыкать пальцем и унижать людей !",230,70880,327,30
2024-03-03,08:01,arkhangelsk_life,"В Красноборске пьяный водитель переехал женщину

Около 6 утра в районе деревни Монастырская Пашня произошло ДТП, в результате которого один человек погиб.

Как сообщили в местном отделении ГИБДД, водитель 1994 года рождения, не имея права управления транспортным средством и находясь в состоянии опьянения, управлял автомобилем «Фольксваген Поло». При движении со стороны города Котласа в сторону села Красноборска он совершил наезд на пешехода, девушку 1992 года рождения, которая, предположительно, лежала на проезжей части дороги.

Водитель скрылся с места ДТП. В результате принятых мер водитель был установлен и доставлен в отдел полиции МО МВД России «Красноборский». Потерпевшая от полученных травм скончалась на месте до приезда скорой помощи. Проводится проверка.",111,33880,34,46
2024-03-03,07:13,arkhangelsk_life,"Ягринская белочка

фото: Светлана Звонарева",15,26730,541,40
2024-03-03,06:25,arkhangelsk_life,"Доброе утро, Архангельск🌞
Погода на сегодня -1 +1, ☁, ветер юго-западный 3 м/с.",69,21907,213,14
2024-03-10,16:17,@arh_29ru,"В последнее время Поморью везет на различные съемки: киноделы едут в регион за фактурой и красивыми кадрами. Часть из этих работ уже вышла, часть еще только предстоит увидеть.

Рассказываем, какие фильмы и сериалы в последнее время снимали в Архангельской области, и что мы уже оценили.

 Фото: 29.RU, из архива Натальи Бондарчук, ctc.ru",0,1754,11,3
2024-03-10,14:44,@arh_29ru,"Новая рабочая неделя в Архангельской области начнется с метели и гололеда. 11 марта в регион придет циклон, сообщают в Северном УГМС. Ожидается облачная с прояснениями погода. Ветер будет сильным, а температура воздуха останется примерно такой же. В отдельных районах метель, гололед, налипание мокрого снега. Ветер западной четверти 7–12 м/с, местами порывы до 15 м/с. Температура ночью -2, -7°, при прояснениях до -16°, на юго-востоке области -13,-18°, при прояснениях до -28°; днем -3,+2°, местами до -8°.",0,2154,0,20
2024-03-10,12:54,@arh_29ru,"Архангельск показали в новом выпуске Youtube-шоу «Интуристы». Ведущие этого тревел-блога — британец Джордан и американец Дэни, которые путешествуют по России. В Поморье они прогулялись на лыжах, сходили на рыбалку и попытались пообщаться с местными жителями на английском.",0,2381,34,24
2024-03-10,11:14,@arh_29ru,"В этом году в небе над территорией Архангельской области появится больше беспилотников. Власти региона закупят 45 летательных аппаратов для Единого лесопожарного центра. По словам губернатора, их будут применять в том числе для наблюдения за лесными пожарами.",0,2578,22,7
2024-03-10,07:53,@arh_29ru,"В Архангельске затопило дорогу на улице Дзержинского, по пути к железнодорожному вокзалу. Горожане жалуются на неприятный запах. 

В «РВК-Архангельск» сообщают, что из-за аварии остались без водоснабжения несколько зданий (в том числе — жилые дома). Планируется, что воды не будет до 20:00.

UPD: водоснабжение восстановили уже в 11:50.",0,2805,10,14
2024-03-10,07:17,@arh_29ru,"Вспоминаем главные события и новости Поморья за прошедшую неделю! 

Что снимал на Варавино известный ведущий СТС Александр Белькович, почему мужчины-депутаты заняли сцену на женском форуме, как воспитать восемь детей-спортсменов, а также как влияют на вашу психику туалеты прямого падения.",0,2778,7,2
2024-03-09,17:38,@arh_29ru,"Жители Архангельской области обсуждают видео, на котором воспитательница детского сада таскает и дергает детей за одежду во время прогулки. 

Пользователи Сети считают действия женщины грубыми и даже жестокими, однако родители малышей заступаются за педагога и просят остановить разгоревшуюся травлю. 

Рассказываем, что об этом известно.

Видео: Услышано | Коряжма, Котлас",0,3286,6,27
2024-03-09,11:28,@arh_29ru,"Завтра в Архангельске начнут отмечать Масленицу. В этом году праздник отмечают с 11 по 17 марта, однако в Поморье гуляния начнутся уже 10 числа. 

Первые тематические мероприятия состоятся в «Малых Корелах». Там планируют устроить традиционные забавы, среди которых:  кулачные бои, взятие снежной крепости, лазанье по ледяным столбам и сжигание соломенного чучела. 

Публикуем подробное расписание праздников.",0,3341,22,23
2024-03-09,08:23,@arh_29ru,"Думаете, что хорошо знаете Архангельск? Проверьте себя в нашем тесте. На некоторых фото мы изменили небольшие детали, а некоторые оставили нетронутыми. 

Найдете кадры, на которых что-то не так?",0,3263,20,4
2024-03-09,07:20,@arh_29ru,"Нам стало интересно, что чаще всего спрашивают пользователи у «Яндекса» и «Гугла» про Архангельск. 

И мы это проверили. Главный вопрос — на картинке. 

Вероятно, такой интерес у россиян возник после того, как Архангельскую область в феврале прошлого года посетил Владимир Путин. Он заглянул на УЛК, где ему показали процесс обработки шишек. 

Шишки используют, чтобы вырастить новые деревья.

Больше запросов — на сайте.",0,3299,35,10
2024-03-09,05:45,@arh_29ru,"На экраны вышел комедийный сериал «Как Деревянко Ломоносова играл», который снимали в Архангельске и области. 

По задумке сценаристов, для подготовки к роли актер Павел Деревянко отправляется на родину Ломоносова. 

Часть сцен снимали в самом Архангельске. Показываем, какие локации выбрал режиссер.

Узнаете?

Больше картинок — на сайте.",0,3196,32,23
2024-03-08,13:54,@arh_29ru,"В центре Архангельска случился пожар: столб черного дыма видно издалека.

Как сообщили 29.RU в МЧС, горит деревянный нежилой дом на Суфтина 1-й проезд, 13. Пожарные работают на месте. 

Дом на Суфтина 1-й проезд, 13 находится в квартале, который планируют перестроить по программе комплексного развития территорий. В ближайшие годы деревянные дома там cобираются снести.

Фото: читатель 29.RU",0,3417,4,17
2024-03-08,11:40,@arh_29ru,"В ЗАГСе Архангельской области представили интересную статистику. Там рассказали, как в регионе менялась мода на имена. Собрали данные начиная с 1930-х годов. Теперь мы знаем, какие имена были самыми популярными у северян, а какие самыми редкими в разные десятилетия. Например, имя Артем, которое в 1930-х годах было очень редким, в 2023 году заняло вторую строчку в рейтинге популярных имен, а недавно вообще вышло на первое место. Подробнее читайте здесь.",0,3373,20,24
2024-03-08,10:04,@arh_29ru,"Мама спортсменов💪

У молодой архангелогородки восемь детей: старшей дочери — 16 лет, а самому маленькому — 4 года. И все серьезно занимаются спортом, а 9-летняя Эллада еще и прославилась в интернете. Девочка стала известна благодаря видеозаписям своих боев, на которых она побеждает мальчиков-соперников.

Мы познакомились с многодетной мамой, чтобы узнать секреты воспитания спортсменов.",0,3348,27,8
2024-03-08,07:20,@arh_29ru,"Тем, у кого сегодня выходной, предлагаем небольшую разминку. Знаете ли вы, как раньше назывались улицы Архангельска? Помните, где раньше была улица Энгельса и проспект Павлина Виноградова? Пройдите наш тест и проверьте себя. Предупреждаем сразу, что всё не так легко, как может показаться.",0,3252,15,13
2024-03-08,07:13,@arh_29ru,"К 8 Марта жители Архангельска начали готовиться заранее, еще вчера они закупали букеты и поздравляли коллег.

Вот несколько снимков, передающих атмосферу на улицах города.  

Больше фото — на сайте.",0,3329,48,7
2024-03-08,06:23,@arh_29ru,"Дорогие читательницы, поздравляем с Международным женским днем!

Пусть в вашей жизни будет много счастья и пусть вас всегда (а не только сегодня) радуют ваши родные и близкие. Обнимаем каждую 💐",0,3395,74,2
2024-03-07,14:08,@arh_29ru,"На остановке у Морского речного вокзала к женщинам с цветами подходит парень в шляпе. Видео снял наш читатель.

Узнали, что акцию проводит компания-перевозчик ""Рико"". Тюльпаны дарят еще на четырех остановках: у Ломоносовского ДК, ТРЦ «Макси», на Поморской и у ж/д вокзала.

Как вам идея?",0,3822,155,46
2024-03-07,10:29,@arh_29ru,"Проспект Ломоносова в районе пересечения с улицей Попова сильно затопило. На проезжей части и тротуаре — огромные лужи.

В Росводоканале сообщили, что образовалась утечка на сетях водопровода, проводится их обследование, участок включен в план работ:

— Информация по аварийной ситуации по пр. Ломоносова передана для дальнейшей работы в цех водопроводной сети.

Видео: Жесть Поморья: Архангельск Северодвинск регион / Vk.com",0,3767,3,12
2024-03-07,08:58,@arh_29ru,"Творчество на максималках: рисуем красоту бесплатно✏️

В школе рисования Grafika в Архангельске каждый может научиться рисовать с нуля в любом возрасте. Приходить можно с друзьями, с детьми, самому:   

• 19 направлений обучения — рисуйте только то, что вы хотите и в любое время с 10:00 до 21:00 
• ничего покупать не нужно, все материалы предоставляются бесплатно
• классные преподаватели, которые помогут сразу исправить ошибки и поддержат в любом вопросе
• выставки, пленэры, смотры и ещё много крутых творческих мероприятий.

📆 До конца марта
📍ул. Воскресенская, 55.

Информация о школе, скидках, полезный контент — тут. 

Реклама. 0+, ИП Плотникова Анастасия Владимировна. Еrid: 2SDnjebXrYg",0,3541,3,21
2024-03-07,06:53,@arh_29ru,"На Урицкого сейчас большая пробка, имейте ввиду!",0,3467,8,12
2024-03-07,06:22,@arh_29ru,"В Архангельске арестовали 46-летнего мужчину, который силой отнял мобильный телефон за 6,5 тысяч рублей у 15-летнего парня. Это произошло в конце февраля, вечером, на остановке у САФУ.

Незнакомец угрожал подростку убийством, у него в руках был молоток. 

Как пояснили редакции в СК, парень попросил прохожих вызвать полицию.

Фото: СУ СК России по Архангельской области и НАО",0,3714,2,16
2024-03-07,05:47,@arh_29ru,"Мы открываем серию репортажей «Путешествие из Архангельска в Северодвинск». Журналисты Антон Данилов и Иван Митюшёв отправились в небольшую экспедицию, чтобы показать, как живут люди в населенных пунктах между двумя городами. Их первая остановка — Левый берег.",0,3632,38,15
2024-03-06,13:18,@arh_29ru,"Викторина с серьезными призами? Да😏

Три квартиры, 12 отечественных автомобилей, 500 модных гаджетов, и многое другое — это вовсе не мечты, а настощие призы для победителей викторины «Архангельская область, выбираю тебя»!

Викторина состоит из 10 простых вопросов об Архангельской области. Собрали 7 самых трудных из них в этом материале. 

📍15-17 марта

Реклама. ООО «Агентство ""Правда Севера""», v2024.region29.ru",0,3799,21,32
2024-03-06,12:56,@arh_29ru,"В ночь с 6 на 7 марта в Архангельске закроют пешеходную переправу на остров Бревенник, которая находится между 22-м и 23-м лесозаводами. Власти города сообщают, что проход закроется в полночь.",0,3664,1,2
2024-03-06,11:28,@arh_29ru,"В домах Архангельска пропало водоснабжение — об этом сообщают горожане, проживающие в Привокзальном районе. По данным «Росводоканала», это случилось из-за отключения электроэнергии. Сейчас электроэнергия вернулась на Центральные очистные сооружения водопровода, насосы уже подключили. Нормативное давление на сетях восстановится в течение часа или полутора часов.",0,3756,2,19
2024-03-06,10:31,@arh_29ru,"Архангельская область находится на четвертом месте по заболеваемости онкологией (имеются в виду злокачественне образования) среди других регионов России, а по смертности — на 15-м. Всего в 2023 году в Поморье выявили 5531 случай ЗНО. В 2022 году их было 5372, в 2021 году — 4939. Как объясняют рост заболевания областной Минздрав - читайте по ссылке.",0,3821,3,33
2024-03-06,08:58,@arh_29ru,"Архангельск снова прославился в интернете. На этот раз - снимком с форума ""Женщины, меняющие мир"". На фотографии под этой надписью сидят исключительно мужчины во главе с главой города Дмитрием Моревым.

Мы узнали, что делали представители другого пола на этом мероприятии, а также - были ли там вообще женщины.

Фото: Единая Россия - Архангельск / Vk.com",0,4065,13,97
2024-03-06,07:56,@arh_29ru,В Архангельске перекрыли проезд по улице Серафимовича в районе Чумбаровки. На участке планируются дорожные работы ТГК-2- сейчас там стоят экскаватор и несколько человек.,0,3726,8,11
2024-03-06,07:30,@arh_29ru,"Жители Архангельска заметили новую течь из-под земли — ее хорошо видно возле дома № 4 по улице Тимме. 

В «РВК-Архангельск» сообщили, что работы на данном участке планируют провести в ночь с 6 на 7 марта.

Фото: Михаил Панкратов.",0,3847,10,11
2024-03-06,06:53,@arh_29ru,"В Поморье могут возобновить добычу гренландского тюленя и кольчатой нерпы - решение будет принято по итогам исследования. Наглядно объясняем, как менялась добыча животных в ""нулевых"", и сколько их живет сейчас в Белом море.",0,3913,9,22
2024-03-06,06:19,@arh_29ru,"Сегодня, 6 марта в Архангельске проверят систему оповещения — из-за этого в городе сработают сирены. В региональном Управлении МЧС призывают не пугаться и не предаваться панике.

По данным ведомства, сигнал прозвучит в период с 10:00 до 11:00.",0,3874,9,45
2024-03-05,17:34,@arh_29ru,"Жители микрорайона Экономия в Архангельске недовольны тем, что водители и кондукторы справляют нужду на улице. В этом районе города находится конечная остановка, и автобусы стоят там между рейсами. О проблеме рассказал архангельский блогер Михаил Шишов, он приложил к посту фотографии. В компании «Рико», которая занимается в Архангельске автобусными перевозками, 29.RU сообщили, что на конечных остановках размещены туалетные кабинки: — Компания за счет собственных средств осуществляет обслуживание и содержание кабинок. Часть кабинок была установлена в апреле, часть в конце мая. В компании отметили, что туалетами могут пользоваться и пассажиры.",0,4011,15,8
2024-03-05,16:04,@arh_29ru,"Александр Цыбульский призвал поддержать из федерального бюджета вакцинацию девочек-подростков от вируса папилломы человека. Об этом сообщает ТАСС со ссылкой на выступление Цыбульского в Москве на заседании Совета по вопросам попечительства в социальной сфере под руководством вице-премьера Татьяны Голиковой. Инфекция передается половым путем. У большинства людей она протекает бессимптомно: иммунная система самостоятельно очищает организм в течение 2–3 лет. Однако есть загвоздка: всего у вируса 190 типов, и некоторые из них могут привести к онкологии, в частности к раку шейки матки у женщин. В России вакцинация против ВПЧ пока не включена в Национальный календарь прививок. Получить вакцину можно либо через особую программу, которые есть лишь в некоторых регионах, либо в частных клиниках: одна доза стоит от 10 000 рублей, минимум нужно две. Александр Цыбульский отметил, что в Архангельской области уже по специальным программам прививаются подростки, которые находятся на попечении государства. Это делается в сотрудничестве с крупным бизнесом. Подробности.",0,4083,88,34
2024-03-05,14:56,@arh_29ru,"В Архангельск приехал известный ведущий и ресторатор Александр Белькович. 

Он сам 15 лет прожил в Северодвинске, но приехал в регион не просто погостить, а по работе.

В Поморье стартовали съёмки третьего сезона передачи «100 мест, где поесть». Белькович — ведущий этого проекта. Он покажет лучшие заведения: кафе, рестораны, кофейни.

Подробности.",0,3982,46,32
2024-03-05,12:50,@arh_29ru,"Для английского танка Маrк V, который установлен на Троицком проспекте в Архангельске, создадут новый купол — он заменит старый «аквариум».

Новый павильон будет из стали и закаленного многослойного стекла, внутри должна быть подсветка.

Обновить конструкцию должны до 15 июня.",0,3845,32,16
2024-03-05,10:09,@arh_29ru,"Дорогие дамы! Сегодня мы хотим узнать, кого из знаменитостей вы считаете самым красивым мужчиной России 🥰

Вездесущий Александр Петров? Российский Серкан Болат Никита Волков? Или певец и актер Алексей Воробьев? А может быть, «мажор» Павел Прилучный? Пишите свои варианты в комментарии!

Принимаются актеры, певцы, спортсмены и просто публичные люди, чья внешность вам по вкусу. Давайте выберем главных красавчиков страны вместе!",0,3803,6,4
2024-03-05,06:02,@arh_29ru,"🥁Играем на максимум: в Архангельске на этой неделе пройдет бесплатный мастер-класс по игре на барабанах

Что там будет: 

• Базовые приемы — простые ритмы и брейки (уже интересно что это, да?😉)

• Профи-гитарист, с которым можно будет сыграть первую песню (даже если палочки в своей жизни держите впервые)

• Эмоциональный заряд на ближайшее время гарантирован.

Брать с собой ничего не нужно, уровень умений не важен. Готовьтесь к 1,5-часову драйву🎁

Запись прямо здесь. 

6+. Реклама, ИП Лобанова Валентина Юрьевна, erid: 2SDnjcxNWs2",0,3955,18,18
2024-03-04,13:54,@arh_29ru,"У рынка на Нагорной произошла серьезная авария. 

Очевидцы утверждают, что автомобиль насмерть сбил человека, который шел по тротуару.

Фото: Жесть Поморья: Архангельск Северодвинск регион / Vk.com",0,4110,1,32
2024-03-04,12:54,@arh_29ru,"В зоне спецоперации погиб житель Мирного Илья Базаров. 

Он родился в День защитника Отечества и ему было всего 22 года. Утверждается, что Илья ушел на СВО добровольцем.

Рассказываем все, что об этом известно.",0,3961,9,11
2024-03-04,11:25,@arh_29ru,"В Архангельск приехали известные актеры Игорь Жижикин и Сергей Глушко, больше известный как Тарзан.

Рассказываем, что они делают в Поморье.",0,3886,22,9
2024-03-04,09:46,@arh_29ru,"В Архангельске подростки разрушили остановку рядом с торговым центром «Соломбала Молл». Вандалы стреляли по сторонам из пистолета, а затем показали лица на камеру видеонаблюдения.

Теперь их родителей ждет наказание.",0,4178,9,62
2024-03-04,07:28,@arh_29ru,"Северянин Аурум месяц жил под руководством искусственного интеллекта. Программа контролировала его питание, тренировки и расписание на день. 

В один из дней ИИ посоветовал Ауруму установить под кожу чип… и мужчина согласился. Теперь Аурум с помощью руки может оплачивать товары в магазине, открывать дверь без ключа и передавать данные.

▶️ Как ИИ изменил жизнь мужчины и как на чипы реагируют окружающие, смотрите в видео @arh_29ru.",0,95400,11,272
2024-03-03,17:51,@arh_29ru,"Мы продолжаем рубрику с обзором главных тем недели. 💃 В Северодвинске библиотекари хотели весело поздравить мужчин с 23 Февраля. Да только вышло по-другому. В учреждение пригласили аниматора в ростовой кукле, который показал шуточный стриптиз. Закончилась история извинениями и увольнением руководителя. 🚑 В Архангельске медики выкинули из машины скорой помощи человека. Как выяснилось, пациент был пьян и по пути в больницу отказался от госпитализации. 🚆 Жители Поморья возмутились условиям проезда в пригородном рельсовом автобусе Пукса — Архангельск. Все места в «Орлане» оказались заняты, причем «стоячие» тоже — по словам северян, новым пассажирам не было места, чтобы просто зайти в тамбур. ▫️Архангельская область теперь относится к Ленинградскому военному округу. ▪️В Москве 1 марта простились с Алексеем Навальным.",0,4065,2,2
2024-03-03,10:17,@arh_29ru,"В Архангельской области при странных обстоятельствах на дороге погибла женщина. Ее переехала машина. При этом водитель сказал, что женщина лежала на проезжей части. Водитель скрылся с места аварии, однако вскоре был задержан сотрудниками полиции по месту проживания. В момент задержания мужчина находился в состоянии алкогольного опьянения. Водительских прав у него нет. Подробности.",0,4016,3,12
2024-03-10,11:54,@zhest_29_chat,"Проспект Дзержинского и улицу Воскресенскую в привокзальном микрорайоне Архангельска затопило накануне вечером — горожане показали на видео, как дорогу полностью залило водой. Путь к железнодорожному вокзалу оказался практически отрезан.

Из-за коммунальной аварии на сетях жители нескольких домов сидят без воды с двух часов ночи. Речь идет о жилых строениях на Дзержинского, 7/4, 2, 2/1, улице 23-й Гвардейской дивизии, 17/1 и Воскресенской, 118. 

В «РВК-Архангельск» в свою очередь сообщили, что уже вчера выезжали на место прорыва. Воды в вышеперечисленных домах не будет как минимум до 20 часов, пока на сетях идут ремонтные работы. ",0,964,1,7
2024-03-09,12:57,@zhest_29_chat,"💥В Поморье пройдёт викторина «Архангельская область, выбираю тебя!».  🎁Разыграем 970 призов.   Стать участником викторины очень просто.  

✅Всем желающим нужно получить специальный купон с уникальным номером. Сделать это можно по месту работы или в специальных пунктах выдачи https://v2024.region29.ru/pickup.   

✅Далее каждому участнику необходимо активировать купон и ответить на вопросы викторины на сайте проекта https://v2024.region29.ru.  

✅А полученный купон зарегистрировать у волонтеров 15-17 марта, которые будут находиться в пунктах регистрации купонов https://v2024.region29.ru/registration.    

🚗🏠Участник, выполнивший все условия, может рассчитывать на получение ценных призов, среди которых 3 квартиры, 12 машин, 100 планшетов, 200 смартфонов. Всего будет проведено три розыгрыша, а участников ждёт 970 призов.    

🖥 Выбор обладателей ценных подарков пройдет в прямом эфире телеканала «Регион 29» 15, 16 и 17 марта 2024 года.",0,1472,2,29
2024-03-08,06:44,@zhest_29_chat,"🌺 Поздравляем с 8 марта!!!

Пусть жизнь наполнится счастьем, радостью и любовью! 💐",0,1645,27,1
2024-03-07,18:47,@zhest_29_chat,"Архангельским «наливайкам» в жилых домах запретят работать в ночное время. В Поморье будет ограничено время продажи алкоголя в питейных заведениях, расположенных в жилых домах и на прилегающих к ним территориях. По новому закону «наливайки» не смогут торговать спиртным после 23 часов. С 1 апреля вступает в силу федеральный закон, который наделяет регионы правом устанавливать дополнительные ограничения времени розничной продажи пива и другой слабоалкогольной продукции в так называемых «наливайках», расположенных в многоквартирных домах и на прилегающих к ним территориях. В связи с этим в Архангельской области разрабатывается областной закон, по которому «наливайки» не смогут работать с 23:00. Ограничения будут касаться баров, кафе, буфетов и закусочных. Как сообщил председатель областного правительства Алексей Алсуфьев, в ближайшее время проект пройдет оценку регулирующего воздействия.",0,1809,16,7
2024-03-07,15:45,@zhest_29_chat,"Глава региона заявил о разработке отдельного регионального закона по поддержке многодетных семей.

Глава региона сообщил об этом во время рабочей поездки в Каргопольский округ, общаясь с многодетной семьей Савиновых, воспитывающих 9 детей:   

«Сегодня в Архангельской области действует 17 мер поддержки многодетных семей — федеральные и областные. Мы решили, что для реализации нацпроекта «Семья», о создании которого объявил в своём послании Президент РФ Владимир Владимирович Путин, разработаем отдельный областной закон по поддержке многодетных семей. В таких семьях забот всегда больше — возьмём часть из них на себя».",0,1719,3,1
2024-03-07,15:43,@zhest_29_chat,"«Пяторочка - выручает!», но не в данном случае.

Вчерашнее ДТП на подъезде к  Северодвинску

Водитель автомобиля  получил различные ушибы, не госпитализирован.",0,1609,0,3
2024-03-07,09:01,@zhest_29_chat,"Архангельский рецидивист напал на школьника с молотком ради дешевого телефона.

Инцидент произошел 28 февраля вечером у САФУ на набережной Северной Двины. 15-летний парень стоял на остановке, когда к нему подошел мужчина и под угрозами убить стал требовать отдать телефон. Когда запугивание не возымело эффекта, он достал молоток.

Опасаясь за свою жизнь, подросток отдал мужчине мобильный телефон стоимостью 6499
рублей. Тот тут же скрылся с чужим гаджетом. 

Впоследствии мужчину за совершение разбойного нападения задержали сотрудники уголовного розыска. Как оказалось, архангелогородец ранее уже был судим за преступления против собственности. Его заключили под стражу на время следствия.",0,1750,2,5
2024-03-06,18:22,@zhest_29_chat,В Северодвинске на пешеходном переходе лихач чуть не сбил пешеход.,0,2043,0,0
2024-03-06,18:17,@zhest_29_chat,"В Архангельске задержан подозреваемый в убийстве местного жителя 1 марта 2024 года вечером в квартире дома на улице Победы в городе Архангельске обнаружено тело 69-летнего мужчины с ножевыми ранениями. В ходе следственно-оперативных действий, проведенных вместе с сотрудниками полиции, по подозрению в убийстве задержан ранее судимый за разбой 37-летний знакомый потерпевшего. В ходе допроса подозреваемый признал свою вину и пояснил следователю, что в магазине встретился в потерпевшим, который пригласил его в гости. После совместного употребления спиртных напитков хозяин жилища попросил его покинуть квартиру, он отказался, и между ними произошла ссора. В ходе конфликте он разозлился и ударил потерпевшего ножом. В настоящее время проводятся следственные действия, направленные на установление всех обстоятельств совершенного преступления. Изъято орудие преступления. Допрашиваются свидетели по делу, производится сбор доказательственной базы. Следствие будет ходатайствовать перед судом об избрании в отношении задержанного меры пресечения в виде заключения под стражу.",0,2103,1,1
